-2.640647,-2.2948365,-3.7226913,-3.5382307,2.7056403,-1.3965946,2.9495525,1.3128692,-1.3294833,-1.2647572,-1.4950622,2.513451,-1.225306,-2.5087476,2.306453,1.6755944,-2.97518,-2.7506752,-0.5715902,-2.1439278,-1.2187955,-1.7403383
-2.4318464,-2.112445,-3.9306977,-3.5900898,2.6836886,-1.2007834,2.7286396,1.1414438,-1.3721646,-1.5382048,-1.4157577,2.4876132,-1.3522854,-2.6549547,2.490528,1.2980064,-2.9595222,-2.9536695,-1.0205836,-2.0314982,-0.7684964,-1.7298063
-2.286178,-2.104682,-4.0387716,-3.451456,2.5503528,-1.1180602,2.6634493,0.94724953,-1.4896944,-1.719632,-1.4204093,2.2682297,-1.4194956,-2.812749,2.413129,0.9715987,-2.8794549,-3.0080745,-1.1361984,-2.0066059,-0.8204604,-1.6567085
-2.0639334,-2.1839921,-4.146235,-3.2842605,2.3054075,-1.1925616,2.712114,0.6298278,-1.6061267,-1.8310567,-1.5196611,1.8909616,-1.656286,-2.9706864,2.3190427,0.49431363,-2.6489334,-3.051811,-1.1062901,-2.051654,-0.7680341,-1.6984544
-1.7401301,-2.3140213,-4.2465034,-3.1246219,2.0191898,-1.2840631,2.7549295,0.38866335,-1.7745149,-1.906854,-1.6332828,1.3501605,-2.0168202,-3.1833649,2.2048604,0.1005752,-2.4039304,-3.066743,-1.1187229,-2.09097,-0.9101744,-1.7092793
-1.2711928,-2.3425338,-4.291233,-3.1345708,1.7779928,-1.3777248,2.7329893,0.015385823,-1.9494814,-1.8886083,-1.8052951,0.9875337,-2.3375201,-3.3510926,2.164453,-0.33711728,-2.0996554,-3.064807,-0.9753113,-2.1736999,-0.7757433,-1.7663714
-1.0129334,-2.3310666,-4.396904,-3.0634367,1.6335313,-1.2826377,2.7536395,-0.2668247,-2.0537686,-1.984219,-1.6979272,0.61741555,-2.4331157,-3.4262705,1.967825,-0.08542118,-2.006631,-3.0031607,-0.8704356,-2.245604,-0.91671735,-1.6591086
-0.0415202,-2.4867933,-4.4434004,-3.1529906,1.6126156,-1.2458664,2.6467175,-0.38817668,-2.142049,-1.8874017,-1.9052595,0.37959164,-2.5974145,-3.4579165,2.1878135,-0.57716274,-1.6139007,-2.8200202,-0.90845937,-2.2889159,-0.5525906,-1.718076
-0.07861077,-2.5217335,-4.521395,-3.026152,1.4752914,-1.2891744,2.6482058,-0.45298305,-2.136112,-1.9946133,-1.5917987,0.036512848,-2.5096514,-3.4285774,1.9677969,-0.008767586,-1.4985669,-2.739712,-0.81309205,-2.389305,-0.7819238,-1.6174344
0.33728123,-2.6402466,-4.4798822,-3.0654209,1.2735065,-1.4375213,2.5317128,-0.6885016,-2.036968,-1.7418879,-1.837601,0.12923644,-2.4610462,-3.4644377,1.9924016,-0.7019106,-1.3645898,-2.6093767,-0.6271877,-2.3164835,-0.6680738,-1.6924082
0.07952247,-2.6571944,-4.4958897,-2.9896746,1.1270009,-1.5111389,2.5600114,-0.819,-1.9836075,-1.8039657,-1.4566332,-0.13932927,-2.3892176,-3.3779325,1.7304925,-0.17826723,-1.2806082,-2.5976481,-0.52703464,-2.4276245,-0.7544302,-1.6496654
0.23840405,-2.7153587,-4.4236994,-2.9861064,0.90170556,-1.6383579,2.4820397,-1.0246431,-1.8908348,-1.6392027,-1.5441945,-0.15627564,-2.331677,-3.3508053,1.7083384,-0.65943307,-1.1716868,-2.4399946,-0.32885802,-2.3758717,-0.7005364,-1.6950096
-0.11127769,-2.7460449,-4.4070516,-2.8830106,0.6831153,-1.7307664,2.4523025,-1.1934952,-1.7909279,-1.707245,-1.0784281,-0.3788681,-2.087949,-3.3404157,1.4907272,-0.24975035,-1.0603842,-2.3311038,-0.14362429,-2.4377685,-0.84351057,-1.656205
0.10060192,-2.7629824,-4.2967167,-2.920232,0.5082445,-1.8279637,2.4175847,-1.3922722,-1.8332729,-1.6978456,-1.1515294,-0.45591208,-2.181913,-3.2260199,1.4633555,-0.71860546,-0.9773805,-2.220764,0.03309626,-2.3642538,-0.596415,-1.6966705
-0.028011851,-2.8355608,-4.278311,-2.7555668,0.029421521,-1.929337,2.3400009,-1.4703518,-1.8479942,-1.7893025,-0.6136727,-0.81698316,-1.9598914,-3.2916021,1.2220163,-0.2979101,-0.7391223,-1.8826243,0.20983256,-2.4286098,-0.9176756,-1.589155
0.8254853,-2.9312158,-4.0300884,-2.719873,-0.68815494,-2.3488483,2.4155362,-1.9101231,-2.120571,-2.0541992,-0.45837128,-0.9672846,-2.327375,-3.1395292,0.9519013,-0.87593114,-0.35393623,-1.5097594,1.0394908,-2.3767745,-0.60265577,-1.6057242
0.5831287,-3.0977674,-4.076661,-2.7218697,-1.4179108,-2.2300713,2.3358452,-1.6546364,-2.279113,-2.1716352,0.064880714,-1.2453731,-2.229787,-3.2222948,0.5978086,-0.22966212,-0.18699433,-1.1141378,1.092345,-2.5799162,-0.98593485,-1.5467769
0.9330198,-3.129105,-3.8947096,-2.7436917,-1.2771896,-2.4439907,2.140189,-1.9231151,-2.3812861,-2.2998302,-0.320238,-1.0488822,-2.4855585,-3.1150215,0.77779377,-1.0005636,-0.2147265,-1.0699791,1.3409352,-2.3595889,-0.4798692,-1.4853451
0.38626045,-3.1620052,-3.9963033,-2.5806582,-1.826385,-2.2660189,2.2109258,-1.7328151,-2.305701,-2.3894162,0.5269786,-1.3561639,-1.9938383,-3.071818,0.1257974,-0.00935887,-0.059478607,-0.7992424,1.4396442,-2.4171097,-0.81531984,-1.4826005
0.9144103,-3.2626636,-3.765653,-2.6589582,-1.6545783,-2.4067562,1.8095734,-2.0051286,-2.4894376,-2.5309072,0.06814006,-1.1667328,-2.239874,-3.0322232,0.34735438,-0.9410535,-0.09393862,-0.75214446,1.6749748,-2.1565917,-0.35214114,-1.3997759
0.24072535,-3.2577114,-3.8635209,-2.5167694,-2.0657842,-2.2239463,1.909995,-1.8571393,-2.33234,-2.594862,0.7839262,-1.4968283,-1.8107673,-3.0551598,-0.15765066,0.14707233,-0.010530586,-0.54510665,1.7176869,-2.1974618,-0.6497332,-1.4302453
0.71825975,-3.363358,-3.7390583,-2.358347,-2.2503767,-2.207228,1.5676692,-2.0256174,-2.3966694,-2.628721,0.65624994,-1.463942,-1.8816637,-2.9403179,-0.24145089,-0.49366477,0.094742745,-0.36228907,1.843701,-2.0448735,-0.44191712,-1.3435735
0.3604206,-3.3641195,-3.7869477,-2.2271905,-2.5042894,-2.0763035,1.6772659,-1.8858584,-2.2586546,-2.67391,1.099072,-1.6252453,-1.7101115,-2.9592988,-0.6539501,0.1234359,0.10430589,-0.15224113,1.9477303,-2.0272794,-0.5504277,-1.3690882
0.5500571,-3.445818,-3.7243352,-2.050416,-2.7169826,-2.0437093,1.4717594,-1.8801774,-2.2834563,-2.7683816,1.1624477,-1.6816088,-1.6518692,-2.8801289,-0.9022549,-0.20276764,0.13628098,0.030306805,1.9796674,-1.8620428,-0.41660792,-1.2955087
