-1.4481399,-2.3702853,-3.5368633,-3.2683535,2.79099,-1.8583788,3.2883909,1.6032841,-1.5897592,-1.3115772,-2.58539,2.5887806,-2.4119813,-2.642926,2.5752416,1.1865937,-2.3342326,-2.7964754,-0.34889197,-2.4656582,-2.0576136,-2.1867492
-0.93299776,-2.2895539,-3.700608,-3.248544,2.7509427,-1.5745766,3.1090896,1.3666552,-1.575765,-1.5338043,-2.5292144,2.6074686,-2.850118,-2.945106,2.8466692,0.7973573,-2.3007073,-2.8875165,-1.133941,-2.3708239,-1.397166,-2.1619768
-0.37448218,-2.3308718,-3.7352479,-3.0572727,2.7067895,-1.553557,3.0883973,1.1394012,-1.6668907,-1.6486995,-2.734587,2.3556602,-3.1019127,-3.1693122,2.7745895,0.3483419,-1.9993691,-2.7503996,-1.4198766,-2.350553,-1.3611999,-2.2003853
0.2580931,-2.426054,-3.8154762,-2.9027407,2.6590562,-1.6598123,3.0287066,0.77022755,-1.8173898,-1.7813208,-2.9126806,1.8805255,-3.155343,-3.2987676,2.6614041,-0.09790472,-1.6709825,-2.569934,-1.6365681,-2.3652217,-1.3927387,-2.2107775
0.80043465,-2.5347888,-3.92642,-2.837362,2.6089356,-1.7631383,2.9390879,0.370978,-2.0002775,-1.9051822,-3.0128417,1.3271947,-3.060604,-3.31369,2.6066628,-0.35595265,-1.4066278,-2.3584988,-1.7795666,-2.338994,-1.4516853,-2.1542084
1.0031649,-2.5800712,-4.005828,-2.9006069,2.5523,-1.7660092,2.8792727,0.07400181,-2.1184762,-1.9663033,-3.0317273,0.8817777,-2.9979823,-3.3245215,2.6179864,-0.401804,-1.2565871,-2.2047193,-1.8163221,-2.312825,-1.5050915,-2.0713573
0.9972978,-2.6022384,-4.1168394,-3.0126994,2.4596305,-1.7097776,2.7940743,-0.16422151,-2.1401837,-1.9850088,-2.9837532,0.5317003,-2.9647877,-3.308076,2.665325,-0.39315864,-1.1346482,-2.0824277,-1.7716548,-2.28861,-1.4984446,-1.973034
1.1147286,-2.64028,-4.17538,-3.09495,2.374738,-1.5760316,2.5664952,-0.3137951,-2.1418886,-2.0837252,-2.7246904,0.06540454,-2.829456,-3.1179087,2.7532542,-0.45469084,-0.9720296,-1.8829792,-1.7469605,-2.3059704,-1.3952726,-1.8699847
1.1157244,-2.6661932,-4.2439995,-3.0904722,2.1208167,-1.5413581,2.3754978,-0.39837015,-2.0051966,-2.0495677,-2.6176302,-0.12032991,-2.8253996,-3.0487034,2.760437,-0.5864593,-0.7969005,-1.7782627,-1.4993564,-2.3458934,-1.4589071,-1.8393816
1.1324514,-2.6393101,-4.3304424,-3.1093578,1.6557258,-1.7841463,2.24021,-0.6929992,-1.9838617,-1.883188,-2.657861,-0.076255955,-2.964714,-3.182296,2.5725005,-0.84299535,-0.635961,-1.8078545,-1.0583231,-2.3205276,-1.706967,-1.8137764
0.73765016,-2.6199026,-4.4212217,-3.230942,1.327292,-1.492637,2.0600884,-0.8002343,-1.9682175,-1.9430021,-2.3392723,-0.30273604,-3.0077066,-3.1702218,2.6187541,-0.7705129,-0.70366454,-1.8470049,-0.9360342,-2.2954855,-1.655731,-1.7893528
